state,constituency,image,result,votes,margin,name,party
Tamil Nadu,MADURAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PSAR-2024-521.jpg,lost,204804,-225519,SARAVANAN P,All India Anna Dravida Munnetra Kazhagam
Tamil Nadu,MADURAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/TSATY-2024-825.jpg,lost,92879,-337444,SATHYADEVI T,Naam Tamilar Katchi
Tamil Nadu,MADURAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/AVELM-2024-20240327053819.jpg,lost,6009,-424314,VELMURUGAN A,Bharatiya Praja Aikyata Party
Tamil Nadu,MADURAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/TRAM-2024-535.jpg,lost,2506,-427817,RAMAR PANDI T,Bahujan Samaj Party
Tamil Nadu,MADURAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MVENK-2024-1351.jpg,lost,2505,-427818,VENKATESAN M,Independent
Tamil Nadu,MADURAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ASHAN-2024-20240327053844.jpg,lost,2349,-427974,SHANMUGA SUNDARAM A,United Republican Party of India
Tamil Nadu,MADURAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KPERI-2024-793.jpg,lost,1968,-428355,PERIYASAMY K,Independent
Tamil Nadu,MADURAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/CBOOM-2024-805.jpg,lost,1213,-429110,BOOMINATHAN C,Independent
Tamil Nadu,KARUR,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/JOTHI-2024-20240331112330.jpg,won,534906,+ 166816,JOTHIMANI. S,Indian National Congress
Tamil Nadu,KRISHNAGIRI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SRINI-2024-20240327073526.jpg,lost,1621,-491262,SRINIVASAN K,Independent
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ANTON-2024-1191.jpg,lost,175,-546073,ANTONY MICHAEL J,Independent
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SATHI-2024-1957.jpg,lost,926,-669223,SATHISH KANNA G T,Independent
Tamil Nadu,DINDIGUL,img/nota.jpg,,22120,-648029,NOTA,None of the Above
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KEPRA-2024-20240331060335.jpg,won,562339,+ 236566,K E PRAKASH,Dravida Munnetra Kazhagam
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ASHOK-2024-20240331055742.jpg,lost,325773,-236566,ASHOK KUMAR,All India Anna Dravida Munnetra Kazhagam
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KARME-2024-20240331060706.jpg,lost,82796,-479543,KARMEGAN M,Naam Tamilar Katchi
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PVIJA-2024-20240331061052.jpg,lost,77911,-484428,P VIJAYAKUMAR,Tamil Maanila Congress  (Moopanar)
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PESWA-2024-20240331060937.jpg,lost,5223,-557116,P ESWARAN,Bahujan Samaj Party
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/TVRAM-2024-20240331060734.jpg,lost,4149,-558190,T V R AMIRTHALINGAM,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KEERT-2024-20240331060139.jpg,lost,3799,-558540,KEERTHANA M,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/JGOPA-2024-20240331060111.jpg,lost,1955,-560384,J GOPALAKRISHNAN,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SANAN-2024-20240331060215.jpg,lost,1686,-560653,S ANANTHI,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PRASA-2024-20240331061808.jpg,lost,1640,-560699,PRASATH CHITRARASU,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RAVIC-2024-20240331055823.jpg,lost,1380,-560959,RAVICHANDRAN L,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PRAJE-2024-20240331061326.jpg,lost,976,-561363,P RAJENDRAN,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PKUPP-2024-20240331061557.jpg,lost,950,-561389,P KUPPUSAMY,Ulzaipali Makkal Katchy
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MSHAN-2024-20240331061456.jpg,lost,772,-561567,M SHANMUGAM,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RKUMA-2024-20240331055043.jpg,lost,751,-561588,R KUMARESAN,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/NASHO-2024-20240331061728.jpg,lost,690,-561649,N ASHOK KUMAR,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/DHANA-2024-20240331061012.jpg,lost,679,-561660,DHANALAKSHMI V,Naadaalum Makkal Katchi
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KMAAT-2024-20240331061145.jpg,lost,618,-561721,K MAATHAN,Ganasangam Party of India
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MUNUS-2024-20240331055206.jpg,lost,616,-561723,A T MUNUSAMY,Samaniya Makkal Nala Katchi
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/BDHAR-2024-20240331061240.jpg,lost,601,-561738,B DHARMARAJ,Anti Corruption Dynamic Party
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ARUMU-2024-20240331060459.jpg,lost,549,-561790,ARUMUGA AC KANNAN,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MSABA-2024-20240331060906.jpg,lost,531,-561808,M SABARINATHAN,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RDHAN-2024-20240331060253.jpg,lost,504,-561835,R DHANDAPANI,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RKUMA-2024-20240331060831.jpg,lost,432,-561907,R KUMAR,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RMIN-2024-20240331055617.jpg,lost,415,-561924,R.MINNALMURUGESH,Independent
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PALAN-2024-2043.jpg,lost,949,-669200,PALANISAMY K,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KKVAD-2024-20240331060528.jpg,lost,399,-561940,K K VADUGANATHAN,Independent
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ANBUR-2024-20240330081810.jpg,lost,1012,-669137,ANBUROSE D,Independent
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SURES-2024-2057.jpg,lost,1257,-668892,SURESH K,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ELAYA-2024-1273.jpg,lost,2315,-430352,ELAYARANI. P.,Ganasangam Party of India
Tamil Nadu,KANNIYAKUMARI,img/nota.jpg,,3756,-542492,NOTA,None of the Above
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ARUMU-2024-1350.jpg,lost,2290,-430377,ARUMUGAM. M.,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/AGNIA-2024-322.jpg,lost,1651,-431016,AGNI AALVAR,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PALAN-2024-315.jpg,lost,1450,-431217,PALANI. K.,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MANIR-2024-763.jpg,lost,1033,-431634,MANI. R.,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ASHOK-2024-1396.jpg,lost,1026,-431641,ASHOKAN. M.,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ALAGA-2024-185.jpg,lost,900,-431767,ALAGARASAN. R.,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SUNDA-2024-20240327043549.jpg,lost,800,-431867,SUNDHARAMOORTHY. M.,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MANIC-2024-1480.jpg,lost,710,-431957,MANI. C.,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PARTH-2024-1153.jpg,lost,709,-431958,PARTHASARATHI,Tamilar Makkal Katchi
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PADMA-2024-7.jpg,lost,657,-432010,PADMARAJAN. K. DR.,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MANIV-2024-1438.jpg,lost,651,-432016,MANIVASAGAM. C.,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ASOKA-2024-1073.jpg,lost,611,-432056,ASOKAN. G.,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/AYYAK-2024-20240330095635.jpg,lost,586,-432081,AYYAKANNU,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/JAGAN-2024-80.jpg,lost,553,-432114,JAGANATHAN. A.,Independent
Tamil Nadu,DHARMAPURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MANIS-2024-733.jpg,lost,452,-432215,MANI. S.,Independent
Tamil Nadu,DHARMAPURI,img/nota.jpg,,9198,-423469,NOTA,None of the Above
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SACHI-2024-20240326071634.jpg,won,670149,+ 443821,SACHITHANANTHAM R,Communist Party of India  (Marxist)
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MOHAM-2024-20240326070718.jpg,lost,226328,-443821,MOHAMED MUBARAK M A,All India Anna Dravida Munnetra Kazhagam
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/THILG-2024-459.jpg,lost,112503,-557646,THILGABAMA M,Pattali Makkal Katchi
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KAILA-2024-20240326070904.jpg,lost,97845,-572304,KAILAI RAJAN D,Naam Tamilar Katchi
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RAJKU-2024-1897.jpg,lost,4416,-665733,RAJKUMAR R,Independent
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/NATCH-2024-20240326071520.jpg,lost,4284,-665865,NATCHIMUTHU S,Bahujan Samaj Party
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/DINES-2024-20240326071811.jpg,lost,2434,-667715,DINESHKUMAR S,All India Youth Development Party
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MURUG-2024-20240330081411.jpg,lost,2008,-668141,MURUGESAN (A) VISHNU MURUGESAN C,Independent
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ANGUC-2024-1870.jpg,lost,1290,-668859,ANGUCHAMY M,Independent
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ARUMU-2024-142.jpg,lost,1089,-669060,ARUMUGAM R,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/GMYLS-2024-20240331060421.jpg,lost,301,-562038,G MYLSAMY,Independent
Tamil Nadu,DINDIGUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SABAR-2024-20240326071110.jpg,lost,1011,-669138,SABARINATH S,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MPRAB-2024-20240331060555.jpg,lost,276,-562063,M PRABAKARAN,Independent
Tamil Nadu,KANCHEEPURAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/NARES-2024-916.jpg,lost,2511,-583533,NARESH BHARATHI. S,Independent
Tamil Nadu,KANCHEEPURAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ELANG-2024-1971.jpg,lost,1881,-584163,ELANGOVAN. M,Independent
Tamil Nadu,KANCHEEPURAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ASURY-2024-942.jpg,lost,1702,-584342,SURYA. A,Independent
Tamil Nadu,KANCHEEPURAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RAMES-2024-1945.jpg,lost,1318,-584726,RAMESH. S,Independent
Tamil Nadu,KANCHEEPURAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SELVA-2024-20240326063744.jpg,lost,1312,-584732,SELVAM. T,Independent
Tamil Nadu,KANCHEEPURAM,img/nota.jpg,,16965,-569079,NOTA,None of the Above
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/VIJAY-2024-20240327030620.jpg,won,546248,+ 179907,VIJAYAKUMAR (Alias) VIJAY VASANTH,Indian National Congress
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PRADH-2024-222.jpg,lost,366341,-179907,RADHAKRISHNAN P,Bharatiya Janata Party
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MARIA-2024-230.jpg,lost,52721,-493527,MARIA JENNIFER CLARA MICHAEL,Naam Tamilar Katchi
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PASIL-2024-242.jpg,lost,41393,-504855,PASILIAN NAZERATH,All India Anna Dravida Munnetra Kazhagam
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/NAGOO-2024-20240321010951.jpg,lost,4415,-541833,NAGOOR MEERAN PEER MOHAMED U,Independent
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/BALAS-2024-1361.jpg,lost,2072,-544176,BALASUBRAMANIAN T,Independent
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/VIJAY-2024-759.jpg,lost,1623,-544625,VIJAYAN G,Bahujan Samaj Party
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/DENNI-2024-1840.jpg,lost,1278,-544970,DENNISON V,Independent
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/TOMMA-2024-1742.jpg,lost,1040,-545208,DR TOM MANOHAR C M,Punnagai Desam Party
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SATHI-2024-1443.jpg,lost,748,-545500,SATHISH BABU P,Independent
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RAJAN-2024-1228.jpg,lost,598,-545650,RAJAN SINGH,Bahujan Dravida Party
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MGEET-2024-20240320040540.jpg,lost,552,-545696,GEETA M,Thakkam Katchi
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SANTH-2024-1986.jpg,lost,527,-545721,SANTHAKUMAR N,Independent
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/JLRAM-2024-295.jpg,lost,465,-545783,RAMESHKUMAR J L,Independent
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ESAKK-2024-1701.jpg,lost,441,-545807,ESAKKIMUTHU N,Independent
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/VAYYA-2024-632.jpg,lost,373,-545875,AYYAPPAN V,Independent
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SARAV-2024-20240326050916.jpg,lost,315,-545933,SARAVANAN N,Samaniya Makkal Nala Katchi
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/VINOJ-2024-1421.jpg,lost,270,-545978,VINO JEBA SEELAN T,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MYLVA-2024-20240331055505.jpg,lost,279,-562060,MYLVAKANAN D -,Independent
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PKRIS-2024-20240326022557.jpg,lost,254,-545994,KRISHNAN P,Independent
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/VENKA-2024-1218.jpg,lost,188,-546060,VENKADESH S C,Independent
Tamil Nadu,KANCHEEPURAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KVENK-2024-2125.jpg,lost,2807,-583237,VENKATESAN. K,Independent
Tamil Nadu,KANCHEEPURAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ILAYA-2024-522.jpg,lost,5264,-580780,ILAYARAJA. S,Bahujan Samaj Party
Tamil Nadu,KANNIYAKUMARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/BERRI-2024-20240327052004.jpg,lost,3262,-542986,BERRILA L,Independent
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KUMAR-2024-20240330100352.jpg,lost,2227,-559362,KUMARAGURU N,Independent
Tamil Nadu,KANCHEEPURAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/VSANT-2024-501.jpg,lost,110272,-475772,SANTHOSH KUMAR. V,Naam Tamilar Katchi
Tamil Nadu,ERODE,img/nota.jpg,,13983,-548356,NOTA,None of the Above
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MALAI-2024-423.jpg,won,561589,+ 53784,MALAIYARASAN D,Dravida Munnetra Kazhagam
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KUMAR-2024-427.jpg,lost,507805,-53784,KUMARAGURU R,All India Anna Dravida Munnetra Kazhagam
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/JAGAD-2024-20240330095213.jpg,lost,73652,-487937,JAGADESAN A,Naam Tamilar Katchi
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/DEVAD-2024-20240330095631.jpg,lost,71290,-490299,DEVADASS RAMASAMY,Pattali Makkal Katchi
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PRABU-2024-2162.jpg,lost,4275,-557314,PRABU C,Independent
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/BALAK-2024-342.jpg,lost,3469,-558120,BALAKRISHNAN P,Independent
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/JEEVA-2024-20240330095504.jpg,lost,3096,-558493,JEEVANRAJ N,Bahujan Samaj Party
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MAYIL-2024-20240330095232.jpg,lost,2892,-558697,MAYILAMPARAI MARI A,Independent
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/NATTA-2024-20240330095404.jpg,lost,2505,-559084,NATTANMAI GUNASEKARANA A.S,Anna Makkal Katchi
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MURUG-2024-2211.jpg,lost,2225,-559364,MURUGESAN M,Independent
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SUBRA-2024-20240330100417.jpg,lost,872,-560717,SUBRAMANIAN R K,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KSENT-2024-20240331061650.jpg,lost,178,-562161,K SENTHIL KUMAR,Independent
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/ARULI-2024-2152.jpg,lost,784,-560805,ARUL INIYAN A,Independent
Tamil Nadu,KANCHEEPURAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/VJOTH-2024-364.jpg,lost,164931,-421113,JOTHI. V,Pattali Makkal Katchi
Tamil Nadu,KANCHEEPURAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RAJAS-2024-200.jpg,lost,364571,-221473,RAJASEKAR. E,All India Anna Dravida Munnetra Kazhagam
Tamil Nadu,KANCHEEPURAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/GSELV-2024-448.jpg,won,586044,+ 221473,SELVAM. G,Dravida Munnetra Kazhagam
Tamil Nadu,KALLAKURICHI,img/nota.jpg,,8532,-553057,NOTA,None of the Above
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RAJAM-2024-20240330095537.jpg,lost,399,-561190,RAJAMANICKAM C,Independent
Tamil Nadu,ERODE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/NAREN-2024-20240331060627.jpg,lost,272,-562067,NARENDRANATH,Independent
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RAJAS-2024-434.jpg,lost,511,-561078,RAJASEKAR K,Independent
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/JAYAB-2024-20240330095800.jpg,lost,476,-561113,JAYABAL PM,Independent
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PALAN-2024-438.jpg,lost,548,-561041,PALANIYAMMAL S,Desiya Makkal Sakthi Katchi
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/GOVIN-2024-2179.jpg,lost,558,-561031,GOVINDARAJ S R,Independent
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KAMAL-2024-20240330095715.jpg,lost,630,-560959,KAMALAKANNAN M,Independent
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/VENKA-2024-2182.jpg,lost,691,-560898,VENKATRAMAN J,Naadaalum Makkal Katchi
Tamil Nadu,KALLAKURICHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SIGAM-2024-20240330095845.jpg,lost,542,-561047,SIGAMANI A,Independent
Telangana,Nalgonda,img/nota.jpg,,6086,-778251,NOTA,None of the Above
Telangana,Nizamabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GANTA-2024-20240427082501.jpg,lost,5710,-586608,GANTA CHARITHA RAO,Independent
Telangana,Nizamabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/ARVIN-2024-20240429080759.jpg,won,592318,+ 109241,ARVIND DHARMAPURI,Bharatiya Janata Party
Telangana,Nizamabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/THATI-2024-20240427083840.jpg,lost,483077,-109241,JEEVANREDDY THATIPARTHI,Indian National Congress
Telangana,Nizamabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GOVER-2024-20240429080718.jpg,lost,102406,-489912,GOVERDHAN BAJIREDDY,Bharat Rashtra Samithi
Telangana,Nalgonda,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/BANDA-2024-5850.jpg,lost,7128,-777209,NAGARAJU BANDARU,Independent
Telangana,Nizamabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GOLIN-2024-20240426072607.jpg,lost,3024,-589294,GOLI. NARESH,Dalita Bahujana Party
Telangana,Nizamabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KOTAG-2024-20240427083210.jpg,lost,5312,-587006,KOTAGIRI SRINIVAS,Independent
Telangana,Nizamabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/PUPPA-2024-8281.jpg,lost,4263,-588055,PUPPALA LIMBADRI,Bahujan Samaj Party
Telangana,Nizamabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/TUTUK-2024-8353.jpg,lost,4091,-588227,TUTUKURU JEEVAN REDDY,Independent
Telangana,Nizamabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KANDE-2024-5860.jpg,lost,3886,-588432,KANDELA SUMAN,Dharma Samaj Party
Telangana,Nalgonda,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/SHIRI-2024-7555.jpg,lost,514,-783823,SHIRISHALA SRINAIAH,Independent
Telangana,Nizamabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/ARERA-2024-20240427082434.jpg,lost,2907,-589411,ARE RAJENDHAR,Independent
Telangana,Nizamabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/YUGEN-2024-20240427082626.jpg,lost,5453,-586865,YOUGENDAR GATLA,Alliance of Democratic Reforms Party
Telangana,Nalgonda,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KINNE-2024-6159.jpg,lost,661,-783676,KINNERA YADAIAH,Independent
